text,label
i am having unsteadiness loss vomiting of spinning movements headache balance,
i am having continuous chills shivering eyes sneezing watering from,Dermatology
feeling fast chest phlegm heart high cough malaise fatigue rusty sputum sweating pain rate breathlessness chills fever,Pulmonology
i have cough chest tongue acidity stomach ulcers pain on pain vomiting,Gastroenterology
dealing with sweating heart rate restlessness mood muscle weakness abnormal irritability fast fatigue menstruation excessive swings hunger weight loss,Endocrinology
i am having stomach acidity tongue pain ulcers chest on cough vomiting pain,Gastroenterology
i am having balance nausea vomiting unsteadiness loss movements of headache spinning,
experiencing bruising fatigue legs calf on veins cramps obesity swollen prominent,Cardiology
i am having abdominal pain vomiting of yellowish urine yellowing appetite joint skin eyes pain dark of nausea fatigue loss,Gastroenterology
experiencing stomach burning spotting micturition itching pain urination,Dermatology
i feel urination itching stomach burning micturition spotting pain lately,Dermatology
feeling family fever sputum high fatigue breathlessness history mucoid cough,Pulmonology
my main issue is urine fever high fatigue vomiting pain itching abdominal dark weight loss yellowish skin,Gastroenterology
i have of urine discomfort continuous smell feel urine bladder of foul,Urology
dealing with pain gases appetite of indigestion internal passage loss abdominal vomiting itching of,Gastroenterology
dealing with cough mucoid family fatigue breathlessness sputum history,Pulmonology
feeling high loss appetite mild eyes fatigue breathlessness vomiting chest of fever weight malaise of fever nodes phlegm sweating swelled blood sputum cough pain in loss chills yellowing lymph,Pulmonology
my main issue is abdominal stomach of urine joint bleeding fatigue skin dark yellowish eyes pain failure appetite acute liver nausea high yellowing loss of pain coma vomiting fever,Gastroenterology
dealing with veins on prominent vessels legs calf blood bruising swollen cramps obesity swollen fatigue,Cardiology
suffering from rash skin small peeling nails like skin silver nails inflammatory dents pain in joint dusting,Dermatology
feeling breathlessness yellowing fever pain lymph nodes malaise fever high appetite in of loss sweating loss blood mild eyes phlegm fatigue chest cough chills weight sputum of vomiting swelled,Pulmonology
i think it's swelling movement stiffness neck walking weakness painful muscle joints stiff,Orthopedics
dealing with prominent legs swollen fatigue on obesity veins bruising cramps calf,Cardiology
i am having headache nausea movements spinning unsteadiness of balance loss vomiting,
my main issue is of skin joint vomiting urine acute of pain pain liver stomach fever coma yellowish yellowing appetite high dark nausea failure bleeding abdominal loss eyes,Gastroenterology
i have abdominal skin appetite vomiting yellowish of fatigue loss urine nausea yellowing pain dark of eyes,Gastroenterology
feeling shivering from chills eyes watering,Dermatology
dealing with dischromic eruptions skin patches itching rash nodal skin,Dermatology
i feel fast rate diarrhoea irritability fatigue swings mood weight sweating menstruation heart abnormal muscle hunger restlessness weakness loss excessive lately,Endocrinology
having scurring skin blackheads rash pus filled pimples,Dermatology
suffering from tongue vomiting cough pain ulcers pain on chest acidity stomach,Gastroenterology
having over mild nodes rash headache fatigue high fever body of red lethargy fever spots loss appetite swelled itching malaise skin lymph,Infectious
i have rash ooze fever red crust blister sore nose around skin yellow high,Dermatology
having dehydration eyes sunken diarrhoea vomiting,Gastroenterology
suffering from itching spotting micturition skin urination pain stomach burning rash,Dermatology
i have sputum high cough heart fatigue chills breathlessness pain chest phlegm rate malaise fever rusty fast sweating,Pulmonology
having high fatigue chest fast breathlessness fever cough rusty sputum heart malaise chills rate sweating pain phlegm,Pulmonology
i am having back pain neck of balance limbs weakness loss in pain dizziness,Neurology
experiencing irritability gain mood swings dizziness fatigue nails enlarged abnormal depression feets weight hands thyroid cold eyes and and lethargy extremeties face swollen brittle puffy menstruation,Endocrinology
my main issue is vomiting loss of pain of pain mild fever urine dark appetite yellowing skin muscle joint eyes abdominal yellowish pain diarrhoea nausea,Gastroenterology
my main issue is pain of pain back in neck weakness loss limbs dizziness balance,Neurology
dealing with discomfort urine burning micturition of foul feel urine continuous bladder smell of,Urology
experiencing fatigue irritability fast swings muscle rate loss weakness sweating restlessness mood heart hunger diarrhoea excessive abnormal menstruation weight,Endocrinology
having ulcers chest stomach cough pain acidity pain tongue vomiting on,Gastroenterology
dealing with in muscle extra patches marital wasting throat fever high contacts,Infectious
experiencing urine yellowish dark skin fatigue vomiting loss high fever abdominal pain itching weight,Gastroenterology
having painful walking swelling joints knee pain pain pain hip joint pain neck joint,Orthopedics
experiencing headache chills pain sweating diarrhoea nausea muscle fever vomiting high,Infectious
i feel muscle high extra in patches throat fever wasting contacts marital lately,Infectious
suffering from small skin dusting in peeling dents pain silver like inflammatory nails joint skin rash nails,Dermatology
i feel of skin chills the nausea joint pain eyes spots pain body back malaise pain loss vomiting red pain headache appetite fever over behind high fatigue rash muscle lately,Infectious
dealing with mood and extremeties feets swollen puffy lethargy and eyes irritability gain thyroid nails face brittle abnormal hands fatigue enlarged menstruation dizziness swings depression cold weight,Endocrinology
having pain pain toxic abdominal (typhos) headache nausea fatigue vomiting constipation fever belly diarrhoea chills high look,Infectious
i feel of smell of pain lymph continuous runny headache chills loss nose sneezing congestion chest malaise pressure pain sinus phlegm fatigue high swelled cough irritation nodes throat redness fever eyes muscle lately,Pulmonology
dealing with history distention skin alcohol of fluid abdomen stomach pain overload yellowish of vomiting consumption abdominal swelling of,Gastroenterology
dealing with nodal rash itching skin eruptions skin,Dermatology
i feel the high pain muscle body rash behind chills red loss of pain nausea appetite back pain pain spots joint eyes skin malaise vomiting fever over fatigue headache lately,Infectious
having scurring pus rash filled skin pimples,Dermatology
i feel loss dizziness pain balance weakness back limbs neck of pain in lately,Neurology
my main issue is loss yellowish appetite itching skin nausea of pain vomiting yellowing eyes abdominal of,
i feel fatigue on blood prominent vessels veins calf legs bruising cramps obesity swollen swollen lately,Cardiology
experiencing feel foul discomfort of smell bladder continuous burning micturition of urine urine,Urology
feeling nodes phlegm loss runny malaise headache smell high cough congestion fatigue pain pain eyes muscle chest sinus of fever lymph redness of nose chills throat irritation pressure swelled,Pulmonology
having crust around fever skin red blister nose ooze yellow high sore rash,Dermatology
i think it's sweating vomiting breathlessness,Cardiology
experiencing eyes swelled sweating nodes sputum loss blood malaise high lymph chest fever appetite of fatigue cough of weight pain loss fever in vomiting yellowing mild chills breathlessness phlegm,Pulmonology
dealing with high marital fever patches wasting contacts extra in throat muscle,Infectious
